Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source
E02151,C**** P*******,Management,C0666,Operations Director,Mid,Bachelor,Factory,No,0,6,0,78,No,Email,Turkish,2024-06-26,2024-07-16,C**** D*******,Yes,CRM
E02152,C**** A*******,Production,C0156,Plant Supervisor,Junior,Bachelor,Office,Yes,3,2,0,41,No,Email,English,2024-02-12,2024-02-18,B**** K*******,Yes,CRM
E02153,E**** G*******,Sales,C0008,Account Manager,Junior,Bachelor,Office,Yes,9,1,1,78,No,Email,Turkish,2024-03-03,2024-03-21,G**** R*******,Yes,Email Campaign
E02154,B**** P*******,Operations,C0369,Logistics Coordinator,Senior,Master,Office,Yes,0,8,2,67,No,Phone,Turkish,2024-09-29,2024-10-29,B**** K*******,Yes,CRM
E02155,S**** K*******,Sales,C0365,Sales Executive,Junior,Master,Office,No,22,1,2,84,No,Email,Turkish,2024-04-08,2024-04-21,E**** T*******,Yes,CRM
E02156,E**** K*******,Production,C0480,Production Engineer,Mid,Bachelor,Remote,Yes,3,5,2,21,No,Phone,Turkish,2024-09-25,2024-10-25,E**** T*******,Yes,CRM
E02157,A**** C*******,IT,C0355,Infrastructure Engineer,Mid,High School,Office,No,5,2,0,25,No,Email,Turkish,2024-05-03,2024-05-30,F**** O*******,Yes,CRM
E02158,C**** C*******,Production,C0645,Production Planner,Mid,Master,Office,No,2,4,0,74,No,Email,English,2024-01-07,2024-02-01,D**** S*******,Yes,CRM
E02159,C**** D*******,Management,C0344,Operations Director,Junior,Bachelor,Office,Yes,4,2,1,50,No,Phone,Turkish,2024-01-03,2024-01-26,E**** T*******,Yes,CRM
E02160,B**** Y*******,Quality,C0726,Quality Assurance Lead,Mid,Bachelor,Field,Yes,2,4,2,50,No,Email,Turkish,2024-07-29,2024-08-20,C**** D*******,Yes,CRM
E02161,B**** K*******,IT,C0143,Infrastructure Engineer,Junior,Master,Office,Yes,4,0,0,51,No,Email,Turkish,2024-04-19,2024-04-30,H**** N*******,Yes,Fair
E02162,D**** O*******,Management,C0719,Operations Manager,Junior,Master,Remote,Yes,7,1,2,62,No,Phone,English,2024-08-31,2024-09-16,B**** K*******,Yes,Webinar
E02163,T**** D*******,Sales,C0445,Sales Executive,Mid,Master,Office,Yes,8,2,3,75,No,Email,English,2024-05-09,2024-05-19,F**** O*******,Yes,CRM
E02164,E**** Y*******,Management,C0008,Operations Manager,Junior,Bachelor,Remote,Yes,5,0,2,36,No,Email,English,2024-02-29,2024-03-07,E**** T*******,Yes,CRM
E02165,B**** K*******,Management,C0517,Country Manager,Senior,Bachelor,Office,No,2,8,0,73,Yes,Email,English,2024-02-08,2024-03-08,B**** K*******,Yes,CRM
E02166,B**** C*******,Sales,C0227,Key Account Executive,Senior,Bachelor,Office,No,26,7,4,83,No,Phone,Turkish,2024-03-05,2024-03-12,H**** N*******,Yes,Webinar
E02167,M**** G*******,IT,C0334,Software Developer,Senior,Bachelor,Office,Yes,2,9,2,52,Yes,Email,Turkish,2024-07-05,2024-07-19,C**** D*******,Yes,CRM
E02168,M**** C*******,Quality,C0014,Quality Assurance Lead,Junior,Bachelor,Office,Yes,6,0,1,47,No,Phone,Turkish,2024-02-13,2024-03-08,G**** R*******,Yes,CRM
E02169,E**** C*******,Production,C0313,Plant Supervisor,Director,Master,Factory,Yes,3,12,1,77,No,Email,Turkish,2024-04-16,2024-04-28,F**** O*******,Yes,CRM
E02170,Z**** Y*******,Management,C0431,Operations Manager,Mid,Bachelor,Remote,Yes,5,4,1,80,No,Email,Turkish,2024-01-15,2024-01-31,G**** R*******,Yes,CRM
E02171,A**** A*******,Procurement,C0348,Procurement Manager,Senior,Bachelor,Office,No,6,5,0,42,No,Email,English,2024-01-21,2024-02-05,E**** T*******,No,CRM
E02172,B**** S*******,Marketing,C0524,Digital Marketing Executive,Senior,Bachelor,Office,No,11,7,1,77,Yes,Phone,Turkish,2024-05-19,2024-06-11,G**** R*******,Yes,CRM
E02173,D**** C*******,Operations,C0055,Logistics Coordinator,Senior,Bachelor,Office,Yes,4,7,2,46,No,Email,Turkish,2024-06-30,2024-07-22,F**** O*******,Yes,Webinar
E02174,B**** D*******,Operations,C0141,Data Centre Operator,Mid,Bachelor,Field,No,0,3,2,32,No,LinkedIn,Turkish,2024-05-05,2024-05-20,C**** D*******,Yes,Fair
E02175,C**** A*******,Procurement,C0369,Procurement Analyst,Mid,Bachelor,Office,No,6,3,2,94,Yes,LinkedIn,Turkish,2024-04-09,2024-04-22,E**** T*******,Yes,CRM
E02176,C**** S*******,Engineering,C0176,Mechanical Engineer,Director,Bachelor,Office,Yes,6,14,0,51,No,Phone,Turkish,2024-01-17,2024-02-08,E**** T*******,Yes,CRM
E02177,C**** K*******,Marketing,C0420,Growth Marketer,Junior,High School,Office,Yes,17,1,5,61,No,Email,English,2024-02-01,2024-02-28,H**** N*******,Yes,CRM
E02178,C**** O*******,Production,C0353,Production Planner,Mid,Master,Office,No,0,4,1,40,No,Phone,Turkish,2024-07-28,2024-08-09,B**** K*******,Yes,CRM
E02179,C**** C*******,Marketing,C0544,Brand Manager,Senior,Master,Office,No,16,9,4,47,No,Email,English,2024-04-24,2024-05-20,F**** O*******,Yes,CRM
E02180,B**** D*******,IT,C0733,Network Engineer,Mid,Bachelor,Office,Yes,3,5,2,74,Yes,Email,English,2024-03-02,2024-03-13,D**** S*******,Yes,CRM
E02181,E**** C*******,IT,C0436,Network Engineer,Junior,Bachelor,Factory,Yes,0,1,0,48,No,Phone,Turkish,2024-09-02,2024-09-30,F**** O*******,Yes,CRM
E02182,D**** Y*******,Quality,C0647,QA Specialist,Mid,Master,Office,No,3,6,1,29,No,Email,Turkish,2024-03-15,2024-04-07,A**** Y*******,Yes,CRM
E02183,S**** A*******,Engineering,C0494,Quality-by-Design Engineer,Director,High School,Office,No,3,13,0,73,Yes,LinkedIn,English,2024-01-24,2024-02-16,H**** N*******,Yes,CRM
E02184,E**** C*******,IT,C0353,Software Developer,Mid,Bachelor,Office,Yes,1,5,1,51,No,Events,English,2024-07-31,2024-08-30,G**** R*******,Yes,CRM
E02185,B**** C*******,IT,C0154,Software Developer,Junior,Bachelor,Office,Yes,0,0,1,67,No,Email,Turkish,2024-03-29,2024-04-13,H**** N*******,Yes,CRM
E02186,M**** D*******,Operations,C0433,Operations Analyst,Mid,Bachelor,Factory,Yes,6,4,2,65,No,Phone,Turkish,2024-07-03,2024-07-31,C**** D*******,No,CRM
E02187,B**** C*******,Sales,C0038,Territory Sales Rep,Mid,Bachelor,Office,Yes,8,4,1,91,Yes,Phone,Turkish,2024-09-27,2024-10-22,E**** T*******,No,Email Campaign
E02188,T**** Y*******,Production,C0440,Production Planner,Mid,Bachelor,Office,No,0,5,1,62,No,LinkedIn,Turkish,2024-04-22,2024-05-22,H**** N*******,Yes,Fair
E02189,T**** K*******,IT,C0339,Network Engineer,Mid,Bachelor,Remote,No,1,4,2,57,No,Email,English,2024-07-02,2024-07-31,A**** Y*******,Yes,CRM
E02190,C**** A*******,IT,C0172,Infrastructure Engineer,Junior,Master,Office,No,0,1,0,35,No,Email,English,2024-09-03,2024-09-10,F**** O*******,Yes,Email Campaign
E02191,C**** D*******,Management,C0489,Operations Manager,Mid,Bachelor,Office,Yes,7,6,0,68,Yes,Email,Turkish,2024-08-11,2024-09-06,F**** O*******,Yes,CRM
E02192,S**** Y*******,Operations,C0078,Data Centre Operator,Mid,Bachelor,Office,No,0,4,0,50,No,Email,English,2024-03-10,2024-04-01,E**** T*******,Yes,CRM
E02193,E**** P*******,Engineering,C0222,Mechanical Engineer,Mid,Bachelor,Office,Yes,6,2,1,79,Yes,Email,Turkish,2024-01-08,2024-01-21,E**** T*******,Yes,Fair
E02194,E**** Y*******,IT,C0726,Software Developer,Junior,Bachelor,Office,No,1,0,0,26,No,Phone,Turkish,2024-04-20,2024-05-02,E**** T*******,Yes,CRM
E02195,C**** Y*******,Marketing,C0442,Digital Marketing Executive,Mid,Master,Office,No,5,3,2,57,No,Email,Turkish,2024-04-23,2024-05-04,F**** O*******,Yes,LinkedIn
E02196,B**** A*******,Engineering,C0356,Process Engineer,Mid,Bachelor,Factory,Yes,0,5,2,53,No,Email,English,2024-03-05,2024-03-21,E**** T*******,Yes,Webinar
E02197,K**** A*******,Production,C0398,Production Engineer,Mid,Master,Office,Yes,7,5,0,38,No,Email,English,2024-01-12,2024-02-10,B**** K*******,Yes,CRM
E02198,M**** D*******,Production,C0712,Production Engineer,Senior,Master,Field,Yes,3,8,2,53,No,Phone,English,2024-05-08,2024-05-31,A**** Y*******,Yes,Webinar
E02199,E**** O*******,Management,C0481,Operations Manager,Senior,Master,Office,No,5,10,2,60,No,Phone,Turkish,2024-07-17,2024-07-22,E**** T*******,Yes,CRM
E02200,B**** A*******,Quality,C0487,Quality Assurance Lead,Senior,Bachelor,Remote,No,3,9,1,72,Yes,LinkedIn,Turkish,2024-01-17,2024-02-16,D**** S*******,Yes,Email Campaign
E02201,E**** S*******,Quality,C0310,Quality Assurance Lead,Junior,PhD,Office,No,0,0,0,46,No,LinkedIn,English,2024-05-14,2024-06-06,E**** T*******,Yes,CRM
E02202,M**** P*******,Production,C0313,Plant Supervisor,Junior,Bachelor,Office,Yes,9,0,1,41,No,Phone,English,2024-01-11,2024-01-19,E**** T*******,No,CRM
E02203,E**** A*******,IT,C0304,Network Engineer,Mid,Master,Office,Yes,2,6,2,52,No,Email,Turkish,2024-01-07,2024-01-15,A**** Y*******,Yes,LinkedIn
E02204,Z**** K*******,Sales,C0125,Territory Sales Rep,Junior,Master,Office,Yes,13,1,1,49,No,Phone,Turkish,2024-01-23,2024-02-05,H**** N*******,Yes,CRM
E02205,A**** K*******,Sales,C0293,Key Account Executive,Junior,Bachelor,Office,Yes,7,2,3,81,Yes,Events,English,2024-04-08,2024-04-20,B**** K*******,Yes,CRM
E02206,S**** K*******,Production,C0004,Production Planner,Junior,Bachelor,Office,No,5,1,0,32,No,Email,Turkish,2024-05-31,2024-06-24,B**** K*******,Yes,CRM
E02207,T**** D*******,Production,C0083,Production Planner,Junior,Bachelor,Office,Yes,5,2,1,18,No,Email,Turkish,2024-02-02,2024-02-15,C**** D*******,Yes,CRM
E02208,O**** P*******,Procurement,C0097,Procurement Specialist,Mid,Master,Office,No,3,5,1,70,Yes,Email,Turkish,2024-05-21,2024-06-02,E**** T*******,Yes,CRM
E02209,E**** A*******,Engineering,C0255,Quality-by-Design Engineer,Mid,Bachelor,Office,No,0,4,0,38,No,Email,Turkish,2024-03-09,2024-03-20,E**** T*******,Yes,Email Campaign
E02210,E**** K*******,IT,C0088,Software Developer,Senior,High School,Office,No,8,10,1,71,No,Phone,Turkish,2024-02-23,2024-03-03,D**** S*******,Yes,LinkedIn
E02211,M**** O*******,Procurement,C0136,Procurement Specialist,Mid,Master,Remote,Yes,0,3,0,15,No,LinkedIn,Turkish,2024-07-12,2024-07-22,C**** D*******,Yes,CRM
E02212,K**** K*******,Production,C0297,Production Engineer,Mid,Master,Remote,Yes,1,4,1,33,No,Phone,Turkish,2024-02-28,2024-03-28,H**** N*******,Yes,CRM
E02213,Z**** K*******,Engineering,C0725,Quality-by-Design Engineer,Mid,High School,Office,Yes,7,6,1,35,No,Phone,Turkish,2024-06-23,2024-07-04,F**** O*******,Yes,LinkedIn
E02214,E**** A*******,IT,C0040,Systems Engineer,Senior,Bachelor,Factory,Yes,5,11,0,63,Yes,Events,Turkish,2024-08-17,2024-08-23,C**** D*******,Yes,CRM
E02215,A**** K*******,Engineering,C0659,Electrical Engineer,Junior,Master,Office,Yes,1,1,1,51,No,Events,Turkish,2024-01-31,2024-02-12,D**** S*******,Yes,CRM
E02216,O**** G*******,IT,C0272,Network Engineer,Junior,Bachelor,Factory,Yes,4,2,0,83,Yes,Email,Turkish,2024-02-05,2024-02-29,A**** Y*******,Yes,Email Campaign
E02217,A**** K*******,IT,C0671,Systems Engineer,Senior,Master,Office,No,4,10,1,59,No,Phone,Turkish,2024-09-19,2024-10-09,A**** Y*******,Yes,Email Campaign
E02218,S**** G*******,Management,C0509,Country Manager,Senior,Bachelor,Factory,Yes,7,8,1,86,Yes,Email,Turkish,2024-05-08,2024-06-02,F**** O*******,Yes,CRM
E02219,M**** A*******,Engineering,C0285,Mechanical Engineer,Mid,Master,Office,Yes,3,3,0,25,No,Phone,Turkish,2024-03-27,2024-04-17,H**** N*******,Yes,CRM
E02220,B**** C*******,Engineering,C0130,Electrical Engineer,Mid,Bachelor,Office,Yes,0,2,1,28,No,Email,Turkish,2024-03-29,2024-04-28,A**** Y*******,Yes,LinkedIn
E02221,B**** D*******,Procurement,C0204,Procurement Specialist,Junior,Master,Office,Yes,8,2,2,76,No,Email,Turkish,2024-08-13,2024-08-20,F**** O*******,Yes,Webinar
E02222,Z**** Y*******,Sales,C0580,Sales Manager,Junior,Master,Office,No,24,1,3,62,No,Email,Turkish,2024-04-07,2024-04-27,H**** N*******,Yes,LinkedIn
E02223,A**** Y*******,Marketing,C0208,Digital Marketing Executive,C-Level,Master,Office,Yes,17,16,2,72,No,Email,English,2024-05-25,2024-06-12,F**** O*******,Yes,CRM
E02224,E**** A*******,Marketing,C0416,Marketing Specialist,Junior,Bachelor,Office,Yes,15,1,1,45,No,Email,Turkish,2024-09-13,2024-09-24,F**** O*******,Yes,CRM
E02225,C**** O*******,Marketing,C0298,Digital Marketing Executive,Senior,Master,Remote,No,18,7,3,60,No,Phone,Turkish,2024-09-22,2024-09-29,B**** K*******,Yes,CRM
E02226,B**** A*******,Management,C0388,Country Manager,Mid,Master,Office,Yes,2,5,1,67,No,Email,English,2024-04-11,2024-05-07,E**** T*******,Yes,LinkedIn
E02227,K**** K*******,Production,C0570,Production Planner,Mid,Bachelor,Office,No,1,3,2,56,No,Events,Turkish,2024-05-28,2024-06-24,E**** T*******,Yes,LinkedIn
E02228,B**** S*******,Production,C0481,Production Engineer,Junior,Bachelor,Factory,No,4,1,0,39,No,LinkedIn,English,2024-06-19,2024-07-11,G**** R*******,Yes,LinkedIn
E02229,A**** Y*******,Quality,C0382,QA Technician,Mid,Master,Office,Yes,4,5,2,51,Yes,Email,Turkish,2024-07-05,2024-07-22,A**** Y*******,Yes,CRM
E02230,S**** A*******,Production,C0387,Production Planner,Mid,Bachelor,Field,No,5,4,1,62,No,Phone,Turkish,2024-03-09,2024-03-29,H**** N*******,Yes,CRM
E02231,N**** A*******,Production,C0537,Production Planner,Junior,Bachelor,Office,Yes,4,1,1,72,No,LinkedIn,Turkish,2024-01-08,2024-01-23,C**** D*******,Yes,CRM
E02232,B**** Y*******,Quality,C0213,Quality Assurance Lead,Junior,Master,Office,Yes,3,2,2,52,No,Email,Turkish,2024-07-17,2024-08-13,F**** O*******,Yes,CRM
E02233,M**** A*******,IT,C0584,Software Developer,Junior,Bachelor,Factory,Yes,3,1,1,46,No,LinkedIn,English,2024-06-24,2024-07-22,G**** R*******,Yes,CRM
E02234,A**** P*******,Production,C0182,Production Planner,Junior,Bachelor,Remote,No,6,0,1,24,No,Email,Turkish,2024-04-14,2024-04-24,D**** S*******,Yes,CRM
E02235,T**** Y*******,Management,C0564,Operations Manager,Mid,Master,Factory,Yes,5,5,1,29,No,Phone,Turkish,2024-04-07,2024-04-14,A**** Y*******,Yes,CRM
E02236,T**** G*******,Production,C0091,Production Planner,Mid,High School,Field,No,4,3,1,49,No,LinkedIn,Turkish,2024-02-26,2024-03-03,B**** K*******,Yes,Fair
E02237,A**** D*******,Operations,C0601,Logistics Coordinator,Senior,Bachelor,Remote,Yes,8,8,0,61,No,Email,Turkish,2024-01-18,2024-02-08,E**** T*******,No,CRM
E02238,E**** Y*******,Management,C0357,Country Manager,Junior,Bachelor,Office,No,3,2,0,85,Yes,Email,Turkish,2024-08-17,2024-08-27,F**** O*******,Yes,Email Campaign
E02239,E**** A*******,Procurement,C0240,Procurement Analyst,C-Level,Master,Factory,Yes,7,11,1,74,No,Phone,Turkish,2024-01-29,2024-02-14,G**** R*******,Yes,CRM
E02240,S**** K*******,Quality,C0437,QA Technician,Senior,Bachelor,Office,Yes,1,8,0,65,No,Email,Turkish,2024-07-29,2024-08-14,G**** R*******,Yes,CRM
E02241,L**** S*******,Operations,C0691,Operations Analyst,Junior,Master,Office,No,5,2,0,36,No,Email,Turkish,2024-08-22,2024-09-20,C**** D*******,Yes,CRM
E02242,A**** S*******,Engineering,C0172,Quality-by-Design Engineer,Mid,Bachelor,Office,No,3,5,0,48,No,Email,Turkish,2024-07-31,2024-08-28,F**** O*******,Yes,LinkedIn
E02243,A**** D*******,Production,C0716,Plant Supervisor,Junior,Bachelor,Field,No,2,2,2,50,No,LinkedIn,Turkish,2024-08-29,2024-09-03,D**** S*******,Yes,CRM
E02244,B**** K*******,Marketing,C0227,Growth Marketer,Mid,Bachelor,Office,No,5,6,3,43,No,Email,Turkish,2024-09-02,2024-09-24,G**** R*******,Yes,Webinar
E02245,T**** A*******,Marketing,C0268,Brand Manager,Junior,Bachelor,Office,No,3,2,2,39,No,Email,Turkish,2024-07-29,2024-08-09,A**** Y*******,Yes,Email Campaign
E02246,E**** Y*******,Production,C0640,Plant Supervisor,Mid,High School,Office,No,7,6,0,24,No,Email,Turkish,2024-09-20,2024-09-26,E**** T*******,Yes,CRM
E02247,Z**** C*******,Engineering,C0615,Process Engineer,Mid,Master,Office,Yes,4,3,0,45,No,LinkedIn,Turkish,2024-04-10,2024-04-16,F**** O*******,Yes,LinkedIn
E02248,E**** U*******,Production,C0237,Production Planner,Junior,Bachelor,Factory,Yes,4,2,1,59,No,LinkedIn,Turkish,2024-09-16,2024-09-25,E**** T*******,Yes,Email Campaign
E02249,B**** K*******,Sales,C0676,Account Manager,Senior,Bachelor,Office,No,8,6,1,52,No,Email,Turkish,2024-07-16,2024-08-13,A**** Y*******,Yes,Email Campaign
E02250,M**** K*******,Management,C0510,Operations Manager,Junior,Bachelor,Factory,No,0,2,0,64,No,Email,Turkish,2024-03-13,2024-04-08,B**** K*******,Yes,LinkedIn
E02251,S**** Y*******,Sales,C0289,Territory Sales Rep,Junior,Bachelor,Office,Yes,16,1,3,40,No,Email,Turkish,2024-08-15,2024-08-23,D**** S*******,Yes,LinkedIn
E02252,D**** S*******,Production,C0025,Plant Supervisor,Senior,Master,Field,Yes,1,11,1,93,No,Phone,English,2024-03-29,2024-04-13,G**** R*******,Yes,Webinar
E02253,M**** K*******,Operations,C0581,Logistics Coordinator,Senior,Bachelor,Factory,Yes,1,10,2,50,Yes,Email,English,2024-06-05,2024-06-19,D**** S*******,No,CRM
E02254,B**** K*******,Engineering,C0242,Quality-by-Design Engineer,Senior,Master,Office,No,4,11,0,97,No,Phone,English,2024-04-04,2024-05-02,F**** O*******,Yes,CRM
E02255,C**** O*******,Engineering,C0101,Quality-by-Design Engineer,Mid,Bachelor,Office,No,0,3,0,62,No,Phone,Turkish,2024-05-19,2024-05-24,F**** O*******,Yes,CRM
E02256,M**** Y*******,IT,C0365,Software Developer,Junior,Bachelor,Office,Yes,4,1,2,59,No,Email,Turkish,2024-07-12,2024-08-01,A**** Y*******,Yes,CRM
E02257,E**** S*******,Production,C0435,Production Planner,Mid,Bachelor,Office,No,0,4,2,54,No,Email,Turkish,2024-02-06,2024-02-19,A**** Y*******,Yes,LinkedIn
E02258,T**** Y*******,Management,C0486,Operations Manager,Mid,Bachelor,Office,Yes,6,2,1,84,No,Phone,Turkish,2024-07-02,2024-07-24,A**** Y*******,Yes,CRM
E02259,A**** Y*******,Procurement,C0045,Procurement Manager,Senior,Master,Office,Yes,5,7,1,85,Yes,Events,Turkish,2024-08-14,2024-08-30,F**** O*******,Yes,CRM
E02260,B**** D*******,Marketing,C0622,Marketing Specialist,Mid,High School,Field,No,35,3,3,57,Yes,Email,Turkish,2024-05-04,2024-05-25,E**** T*******,Yes,CRM
E02261,E**** K*******,Sales,C0713,Account Manager,Junior,Master,Office,Yes,32,0,1,61,No,Phone,Turkish,2024-03-27,2024-04-17,E**** T*******,Yes,CRM
E02262,L**** Y*******,Management,C0545,Plant Manager,Junior,Bachelor,Office,Yes,3,0,0,85,Yes,Email,Turkish,2024-04-05,2024-05-02,H**** N*******,Yes,Fair
E02263,L**** Y*******,Engineering,C0052,Electrical Engineer,Mid,Bachelor,Field,Yes,3,6,0,64,No,Email,Turkish,2024-07-02,2024-07-10,F**** O*******,Yes,Fair
E02264,E**** K*******,Management,C0021,Operations Director,Mid,Master,Remote,No,0,3,0,77,Yes,Phone,English,2024-07-06,2024-07-20,G**** R*******,Yes,LinkedIn
E02265,L**** D*******,Marketing,C0158,Growth Marketer,Junior,Bachelor,Office,No,22,1,4,33,No,Phone,Turkish,2024-09-14,2024-09-22,G**** R*******,Yes,Email Campaign
E02266,B**** Y*******,Marketing,C0115,Digital Marketing Executive,Mid,Bachelor,Office,Yes,36,4,2,38,No,Phone,Turkish,2024-08-10,2024-09-05,E**** T*******,Yes,CRM
E02267,E**** A*******,IT,C0188,Systems Engineer,Senior,Bachelor,Factory,No,2,10,1,61,No,Phone,Turkish,2024-05-13,2024-06-06,F**** O*******,Yes,LinkedIn
E02268,A**** K*******,Production,C0046,Production Planner,Junior,Bachelor,Office,No,5,2,2,54,No,Email,Turkish,2024-05-06,2024-05-19,G**** R*******,Yes,CRM
E02269,C**** K*******,Management,C0222,Country Manager,Junior,Master,Field,No,1,2,1,48,No,Email,Turkish,2024-01-20,2024-02-01,E**** T*******,Yes,Webinar
E02270,B**** K*******,IT,C0329,Infrastructure Engineer,Senior,High School,Office,No,2,6,1,55,No,Email,Turkish,2024-07-09,2024-07-30,A**** Y*******,No,Webinar
E02271,C**** K*******,Production,C0704,Production Engineer,Senior,PhD,Factory,No,4,11,2,66,No,LinkedIn,English,2024-09-17,2024-10-12,F**** O*******,Yes,Webinar
E02272,S**** K*******,Management,C0083,Operations Manager,Junior,Master,Office,Yes,1,2,0,69,No,Phone,Turkish,2024-03-31,2024-04-05,B**** K*******,Yes,CRM
E02273,C**** A*******,Marketing,C0556,Digital Marketing Executive,Senior,Bachelor,Remote,No,16,7,3,53,No,Email,Turkish,2024-01-10,2024-02-04,H**** N*******,Yes,Fair
E02274,B**** K*******,Sales,C0704,Territory Sales Rep,Mid,Bachelor,Factory,No,21,6,4,71,Yes,Events,Turkish,2024-05-13,2024-06-04,E**** T*******,Yes,LinkedIn
E02275,D**** O*******,Operations,C0017,Ops Coordinator,Junior,Bachelor,Office,Yes,3,0,1,63,No,LinkedIn,Turkish,2024-09-22,2024-10-21,A**** Y*******,Yes,Webinar
E02276,B**** C*******,Marketing,C0455,Brand Manager,Senior,Master,Office,Yes,27,6,4,74,Yes,Phone,Turkish,2024-02-03,2024-02-28,G**** R*******,Yes,Email Campaign
E02277,A**** S*******,Sales,C0397,Sales Manager,Senior,High School,Office,Yes,17,10,5,93,Yes,Email,English,2024-01-23,2024-02-22,F**** O*******,Yes,CRM
E02278,E**** Y*******,Production,C0682,Production Planner,Mid,Master,Office,Yes,9,5,0,54,No,Email,Turkish,2024-02-07,2024-02-19,H**** N*******,Yes,Email Campaign
E02279,E**** U*******,Operations,C0666,Data Centre Operator,Junior,High School,Remote,No,5,0,0,49,No,Phone,Turkish,2024-06-21,2024-07-19,E**** T*******,No,CRM
E02280,E**** D*******,IT,C0207,Network Engineer,Senior,Bachelor,Factory,Yes,5,7,0,64,No,Email,Turkish,2024-03-01,2024-03-06,A**** Y*******,Yes,Email Campaign
E02281,B**** C*******,Operations,C0624,Operations Analyst,Senior,Bachelor,Office,No,5,8,1,81,No,Email,English,2024-07-16,2024-08-06,F**** O*******,No,LinkedIn
E02282,E**** Y*******,Management,C0154,Country Manager,Senior,High School,Office,No,0,8,0,76,Yes,LinkedIn,English,2024-08-10,2024-08-28,E**** T*******,Yes,Webinar
E02283,K**** A*******,Procurement,C0384,Strategic Buyer,Senior,Master,Office,Yes,4,9,2,68,No,Email,English,2024-06-28,2024-07-09,E**** T*******,Yes,LinkedIn
E02284,B**** A*******,Sales,C0097,Sales Manager,Junior,Bachelor,Office,No,10,2,2,58,No,Phone,Turkish,2024-02-15,2024-03-10,F**** O*******,Yes,Webinar
E02285,T**** A*******,Engineering,C0452,Mechanical Engineer,Mid,Master,Field,No,3,6,0,21,No,LinkedIn,English,2024-07-01,2024-07-11,H**** N*******,Yes,CRM
E02286,M**** Y*******,Production,C0140,Plant Supervisor,Director,Master,Office,Yes,5,13,2,68,No,LinkedIn,Turkish,2024-03-26,2024-04-09,G**** R*******,Yes,Email Campaign
E02287,S**** K*******,Engineering,C0569,Quality-by-Design Engineer,Junior,Bachelor,Office,Yes,4,2,0,59,No,LinkedIn,English,2024-07-16,2024-08-14,F**** O*******,Yes,CRM
E02288,S**** P*******,Quality,C0697,QA Technician,Senior,Bachelor,Factory,No,4,6,1,63,Yes,Email,Turkish,2024-08-26,2024-09-09,E**** T*******,Yes,LinkedIn
E02289,Z**** K*******,Marketing,C0177,Growth Marketer,Junior,Bachelor,Office,No,30,2,3,50,No,LinkedIn,English,2024-02-19,2024-03-07,D**** S*******,No,Email Campaign
E02290,L**** D*******,IT,C0152,Software Developer,Junior,High School,Office,No,0,1,1,28,No,Email,English,2024-06-03,2024-07-01,A**** Y*******,Yes,CRM
E02291,E**** K*******,Engineering,C0030,Electrical Engineer,Junior,Bachelor,Office,Yes,7,2,0,56,No,Email,English,2024-02-12,2024-03-10,B**** K*******,Yes,Email Campaign
E02292,N**** A*******,Management,C0034,Country Manager,Junior,Master,Remote,Yes,11,1,1,26,No,Events,Turkish,2024-04-29,2024-05-07,E**** T*******,Yes,CRM
E02293,A**** G*******,Procurement,C0245,Procurement Manager,Senior,Bachelor,Office,No,0,8,0,80,No,LinkedIn,Turkish,2024-08-02,2024-08-27,C**** D*******,Yes,CRM
E02294,B**** S*******,Sales,C0336,Territory Sales Rep,Senior,Master,Factory,No,16,6,1,73,Yes,Phone,Turkish,2024-03-22,2024-04-15,F**** O*******,Yes,Fair
E02295,B**** D*******,Marketing,C0514,Digital Marketing Executive,Mid,Master,Office,No,12,4,2,54,No,Phone,Turkish,2024-05-04,2024-05-11,C**** D*******,Yes,CRM
E02296,B**** K*******,Engineering,C0607,Electrical Engineer,Senior,Master,Remote,No,4,10,0,60,No,LinkedIn,Turkish,2024-07-29,2024-08-03,B**** K*******,Yes,LinkedIn
E02297,C**** S*******,IT,C0598,Infrastructure Engineer,Mid,Master,Office,Yes,7,6,0,63,No,Email,Turkish,2024-05-22,2024-06-11,E**** T*******,No,Email Campaign
E02298,B**** G*******,Management,C0225,Operations Manager,Mid,Bachelor,Office,No,3,2,0,63,Yes,Email,English,2024-08-21,2024-09-04,G**** R*******,Yes,Email Campaign
E02299,C**** O*******,IT,C0066,Software Developer,Junior,Bachelor,Office,Yes,1,2,2,62,No,Events,Turkish,2024-04-25,2024-05-14,E**** T*******,Yes,LinkedIn
E02300,B**** A*******,Operations,C0149,Logistics Coordinator,Director,Master,Office,No,6,8,0,86,Yes,LinkedIn,Turkish,2024-07-06,2024-08-01,A**** Y*******,Yes,CRM
E02301,A**** A*******,Procurement,C0200,Strategic Buyer,Mid,Master,Office,No,5,6,0,49,No,Email,English,2024-09-20,2024-10-10,C**** D*******,Yes,CRM
E02302,A**** C*******,Sales,C0310,Account Manager,Mid,Bachelor,Remote,Yes,19,2,4,47,Yes,Email,Turkish,2024-09-01,2024-09-16,B**** K*******,Yes,CRM
